amount,location,merchant_type,device_type,time_of_transaction,is_fraud
58.95433851620555,Los Angeles,Online,Mobile,21,0.0
48.63753149664094,Phoenix,Restaurant,Mobile,20,0.0
28.596168742113367,Los Angeles,Electronics,Tablet,11,0.0
36.56753264123897,Houston,Retail,Desktop,13,0.0
50.24998643814501,Houston,Electronics,Mobile,22,0.0
37.01253923357148,Chicago,Electronics,Mobile,19,0.0
47.429249771221386,New York,Online,Tablet,20,0.0
49.05258594911128,New York,Electronics,Desktop,10,0.0
53.49155625663678,New York,Grocery,Tablet,16,0.0
75.89971169633912,Houston,Retail,Desktop,9,0.0
48.331240604192786,Phoenix,Retail,Mobile,10,0.0
30.517563075672633,New York,Restaurant,Mobile,19,0.0
33.278756957999505,Houston,Electronics,Mobile,18,0.0
28.753925725477902,New York,Electronics,Desktop,20,0.0
58.8600426089475,New York,Restaurant,Mobile,11,0.0
51.57270380632181,Houston,Online,Mobile,7,0.0
46.74414187855412,Chicago,Retail,Mobile,8,0.0
79.11644644293533,Los Angeles,Grocery,Mobile,21,0.0
36.44569260495788,Phoenix,Restaurant,Mobile,13,0.0
16.331236155580996,Phoenix,Online,Mobile,7,0.0
40.25749232470608,New York,Restaurant,Tablet,16,0.0
31.192021670312936,Houston,Retail,Mobile,17,0.0
47.93556494135007,Chicago,Restaurant,Mobile,10,0.0
66.99223977032426,Phoenix,Electronics,Tablet,15,0.0
15.796632146867488,Phoenix,Restaurant,Mobile,21,0.0
62.12019902691279,Los Angeles,Grocery,Tablet,13,0.0
77.12480057141646,New York,Online,Mobile,20,0.0
59.99370220605868,Los Angeles,Grocery,Mobile,16,0.0
46.53856351432261,Chicago,Online,Mobile,16,0.0
42.2937280627648,Phoenix,Online,Mobile,8,0.0
85.97450036702624,Houston,Online,Mobile,17,0.0
63.80945372243026,Chicago,Restaurant,Desktop,7,0.0
65.12976708632196,Houston,Online,Mobile,17,0.0
85.90422711824644,Houston,Online,Mobile,22,0.0
3.9615767052883015,New York,Restaurant,Mobile,11,0.0
45.09223767994259,Chicago,Electronics,Mobile,21,0.0
37.06854231514947,Chicago,Electronics,Mobile,9,0.0
46.59630754950143,Chicago,Online,Mobile,10,0.0
53.69481157791449,Houston,Restaurant,Mobile,9,0.0
44.900884128926045,Chicago,Electronics,Desktop,9,0.0
64.71243994491493,New York,Electronics,Mobile,12,0.0
26.082338759296313,Phoenix,Electronics,Mobile,8,0.0
50.3876247539605,Houston,Restaurant,Mobile,13,0.0
45.389507496394984,Phoenix,Retail,Mobile,22,0.0
51.656651410361995,Phoenix,Retail,Mobile,17,0.0
77.76675556416896,Los Angeles,Electronics,Mobile,18,0.0
27.869481825166595,New York,Restaurant,Mobile,22,0.0
14.783823760384479,Los Angeles,Restaurant,Tablet,18,0.0
39.32799387121666,Phoenix,Retail,Desktop,21,0.0
64.06880266277788,Houston,Electronics,Desktop,11,0.0
56.928964189939514,Chicago,Online,Desktop,21,0.0
36.550288079873276,Chicago,Electronics,Mobile,20,0.0
28.84578142088199,Houston,Grocery,Mobile,13,0.0
42.32057456095297,Los Angeles,Restaurant,Mobile,20,0.0
36.95822222813879,Phoenix,Retail,Desktop,19,0.0
65.06683242209066,Chicago,Grocery,Desktop,20,0.0
45.02071703041853,Chicago,Retail,Mobile,15,0.0
38.30764538685601,New York,Grocery,Mobile,6,0.0
75.57731626626787,Phoenix,Grocery,Desktop,11,0.0
43.25828057763921,Chicago,Electronics,Mobile,21,0.0
53.62125485542165,Los Angeles,Restaurant,Tablet,7,0.0
58.353615044788015,Phoenix,Retail,Desktop,10,0.0
42.15057787878254,Houston,Retail,Mobile,16,0.0
69.63530973983188,Chicago,Restaurant,Mobile,17,0.0
60.45670976070999,Houston,Restaurant,Mobile,8,0.0
63.418224965537505,New York,Retail,Mobile,19,0.0
63.00900185072278,Chicago,Grocery,Tablet,7,0.0
38.97628567342933,Chicago,Retail,Desktop,19,0.0
37.804341913612355,Los Angeles,Grocery,Mobile,10,0.0
45.77739522344611,Chicago,Grocery,Mobile,17,0.0
27.046172203686652,Houston,Retail,Desktop,19,0.0
30.745348694307754,Houston,Online,Mobile,21,0.0
44.40479663008331,New York,Restaurant,Desktop,6,0.0
47.807803921483384,Houston,Grocery,Mobile,13,0.0
28.787898672067982,Los Angeles,Electronics,Mobile,7,0.0
61.83628267482756,Los Angeles,Retail,Mobile,15,0.0
84.04429889270476,Phoenix,Electronics,Mobile,21,0.0
42.85941598386781,New York,Retail,Desktop,13,0.0
39.73572867056829,New York,Electronics,Mobile,15,0.0
59.50731221384021,Chicago,Electronics,Mobile,16,0.0
2209.1996164893835,International_A,Crypto,Desktop,0,1.0
66.76981548903284,Chicago,Restaurant,Mobile,16,0.0
12.96314536850683,Phoenix,Grocery,Mobile,10,0.0
54.48903637119944,Chicago,Online,Mobile,22,0.0
48.17200884981771,New York,Retail,Desktop,8,0.0
66.66667823560614,Phoenix,Restaurant,Mobile,21,0.0
65.41730387773933,New York,Grocery,Mobile,10,0.0
1.0,Houston,Grocery,Mobile,22,0.0
60.7258181903438,New York,Grocery,Mobile,21,0.0
44.95292995747425,New York,Restaurant,Desktop,10,0.0
53.2097924794696,Phoenix,Online,Desktop,20,0.0
65.43840309673351,Houston,Retail,Mobile,14,0.0
44.8081729727279,Chicago,Retail,Mobile,7,0.0
1609.7715376316141,International_A,Luxury,Unknown,2,1.0
70.53972526639464,Chicago,Restaurant,Desktop,17,0.0
50.45261705353738,Chicago,Electronics,Mobile,15,0.0
20.30204063100193,Phoenix,Online,Mobile,22,0.0
43.84383057722232,New York,Restaurant,Mobile,15,0.0
57.546009860897044,Los Angeles,Grocery,Mobile,9,0.0
56.463709649164116,New York,Electronics,Mobile,19,0.0
42.77378876065419,New York,Online,Mobile,11,0.0
55.35687275732667,New York,Retail,Desktop,7,0.0
22.966307887673327,Houston,Restaurant,Desktop,9,0.0
55.285365432912734,Chicago,Online,Mobile,22,0.0
79.50712433899105,Houston,Restaurant,Mobile,11,0.0
3112.109402920884,International_A,Luxury,Desktop,4,1.0
17.868457985226414,Phoenix,Electronics,Mobile,6,0.0
30.309318990360637,Chicago,Online,Mobile,10,0.0
57.29922004932451,New York,Grocery,Mobile,7,0.0
30.430009082667873,Los Angeles,Online,Mobile,17,0.0
39.28073109771904,Houston,Restaurant,Mobile,11,0.0
10.597923645763288,Los Angeles,Retail,Mobile,22,0.0
44.364307822789854,Chicago,Retail,Mobile,7,0.0
60.69258172244871,Phoenix,Electronics,Mobile,8,0.0
81.02303951045046,Los Angeles,Grocery,Mobile,12,0.0
55.38253882490215,New York,Grocery,Desktop,9,0.0
31.042145654620274,Chicago,Online,Tablet,18,0.0
33.9364209863931,Houston,Restaurant,Tablet,11,0.0
84.99153486373879,New York,Electronics,Mobile,21,0.0
33.07368045068529,Phoenix,Retail,Desktop,6,0.0
29.103816119579328,Houston,Online,Mobile,14,0.0
70.94196605224309,Houston,Electronics,Mobile,16,0.0
87.93585965307895,Phoenix,Electronics,Mobile,17,0.0
33.830127942136244,Houston,Retail,Desktop,11,0.0
45.13877602238267,Phoenix,Retail,Mobile,13,0.0
36.456765769757766,Chicago,Online,Desktop,12,0.0
47.37054808656664,Los Angeles,Restaurant,Mobile,19,0.0
1218.6922879102183,International_B,Crypto,Desktop,4,1.0
3075.8954237775506,International_A,Luxury,Unknown,0,1.0
60.76592158099266,New York,Grocery,Mobile,14,0.0
46.08602937706197,Chicago,Electronics,Mobile,15,0.0
43.60304953490312,New York,Online,Mobile,19,0.0
33.80792960156708,Chicago,Grocery,Mobile,19,0.0
76.20617492239217,Chicago,Online,Desktop,22,0.0
21.5208569509971,Chicago,Restaurant,Mobile,21,0.0
35.90543128778232,Chicago,Electronics,Mobile,15,0.0
83.30703835247061,Chicago,Grocery,Tablet,21,0.0
87.7237180242106,Los Angeles,Restaurant,Tablet,7,0.0
54.7673796546957,Chicago,Retail,Mobile,7,0.0
44.80906644832166,New York,Electronics,Mobile,8,0.0
40.501926867549514,Los Angeles,Restaurant,Mobile,6,0.0
35.28940114820467,New York,Restaurant,Mobile,7,0.0
44.4001339625104,Chicago,Online,Mobile,9,0.0
46.18192416545403,Houston,Restaurant,Mobile,22,0.0
55.159519624423616,Houston,Restaurant,Mobile,6,0.0
83.91445755621731,Chicago,Electronics,Mobile,15,0.0
56.05270930478066,New York,Online,Mobile,10,0.0
68.3782970931666,Phoenix,Retail,Mobile,6,0.0
60.93467136402759,New York,Online,Mobile,9,0.0
22.699564091467295,Houston,Retail,Desktop,8,0.0
26.248031619409744,New York,Grocery,Mobile,12,0.0
59.81949903276502,Los Angeles,Retail,Mobile,14,0.0
48.84762405932829,Chicago,Online,Mobile,15,0.0
104.40338333179238,New York,Online,Mobile,18,0.0
40.33627075401252,Houston,Restaurant,Mobile,19,0.0
45.14602504349436,Houston,Grocery,Mobile,22,0.0
51.79161362510498,Chicago,Retail,Mobile,12,0.0
1.0,Los Angeles,Online,Mobile,20,0.0
64.2322975617778,Houston,Online,Mobile,20,0.0
39.29329825967554,New York,Grocery,Tablet,11,0.0
73.76786546896167,Houston,Restaurant,Tablet,17,0.0
47.426811072958884,Houston,Online,Mobile,19,0.0
17.3905351256972,Phoenix,Electronics,Mobile,6,0.0
56.97190239721961,New York,Restaurant,Mobile,21,0.0
35.93647149748225,New York,Retail,Mobile,14,0.0
15.94832791524319,Houston,Electronics,Mobile,10,0.0
43.18802586180277,Chicago,Restaurant,Mobile,11,0.0
53.19712783994801,Chicago,Online,Mobile,18,0.0
24.952131111737618,Los Angeles,Restaurant,Mobile,7,0.0
59.59654070733666,Los Angeles,Online,Mobile,13,0.0
29.54414869603189,Chicago,Online,Mobile,9,0.0
30.35392839245371,Phoenix,Electronics,Tablet,20,0.0
61.64053134169454,Los Angeles,Electronics,Mobile,17,0.0
3127.8840682575683,International_B,Luxury,Desktop,0,1.0
67.44394000145955,New York,Online,Desktop,9,0.0
53.88768603154672,New York,Restaurant,Tablet,6,0.0
54.47575903277797,Houston,Electronics,Mobile,12,0.0
69.18541652170414,Chicago,Restaurant,Mobile,19,0.0
45.04495163520581,Phoenix,Electronics,Mobile,11,0.0
46.193226438327834,Chicago,Restaurant,Desktop,14,0.0
58.82614303398492,New York,Online,Mobile,8,0.0
59.117755441632156,New York,Electronics,Mobile,14,0.0
44.12066104671636,Chicago,Restaurant,Mobile,11,0.0
34.64404869791743,Chicago,Restaurant,Mobile,20,0.0
70.03649707363874,Chicago,Restaurant,Mobile,14,0.0
10.672868212479962,New York,Retail,Mobile,22,0.0
78.93955768707465,Phoenix,Retail,Mobile,13,0.0
41.76246067755065,New York,Online,Tablet,9,0.0
30.207903594828384,Los Angeles,Restaurant,Desktop,9,0.0
1.0,Phoenix,Electronics,Mobile,14,0.0
49.93251085178096,Phoenix,Restaurant,Mobile,7,0.0
77.47317090325916,New York,Online,Mobile,13,0.0
50.71132148065987,Phoenix,Restaurant,Tablet,17,0.0
49.9937265477645,New York,Online,Mobile,14,0.0
3383.537353024124,International_B,Crypto,Desktop,0,1.0
50.08459717988303,Phoenix,Restaurant,Mobile,7,0.0
37.503628446086424,Phoenix,Online,Mobile,11,0.0
50.76475989920057,New York,Retail,Tablet,10,0.0
52.901274919187635,New York,Restaurant,Mobile,11,0.0
41.39381360090715,Chicago,Online,Desktop,18,0.0
19.612600680919734,New York,Grocery,Mobile,20,0.0
44.09820171524187,Los Angeles,Grocery,Mobile,21,0.0
7.42531811170376,Los Angeles,Grocery,Mobile,21,0.0
45.535954907303896,Phoenix,Retail,Mobile,12,0.0
43.92547942446671,Los Angeles,Retail,Desktop,15,0.0
23.198558577521304,Phoenix,Online,Mobile,14,0.0
31.26987250420808,New York,Retail,Desktop,12,0.0
69.74669033178203,Phoenix,Electronics,Mobile,11,0.0
9.850862785099807,Chicago,Retail,Tablet,8,0.0
4914.351023399128,International_A,Luxury,Unknown,0,1.0
46.657638393662914,Chicago,Restaurant,Desktop,16,0.0
76.42608064546025,Houston,Electronics,Mobile,10,0.0
56.2636894772996,Phoenix,Electronics,Tablet,12,0.0
52.8717587301032,New York,Electronics,Mobile,19,0.0
1.0,Houston,Online,Mobile,19,0.0
27.140594043387537,Chicago,Restaurant,Mobile,20,0.0
49.52895698251524,Los Angeles,Grocery,Mobile,9,0.0
35.61781097101628,Chicago,Electronics,Mobile,17,0.0
49.69380301654009,Phoenix,Online,Tablet,9,0.0
10.977962719227506,Phoenix,Grocery,Tablet,8,0.0
57.779574587043676,Phoenix,Electronics,Mobile,20,0.0
41.0811257227768,Los Angeles,Restaurant,Desktop,16,0.0
39.482406482095925,Houston,Restaurant,Tablet,9,0.0
22.66283273438347,Houston,Electronics,Mobile,12,0.0
54.51523046223509,Phoenix,Online,Desktop,13,0.0
81.86373253278794,Los Angeles,Online,Tablet,10,0.0
54.383006553278776,Houston,Online,Mobile,11,0.0
43.304493357869184,Los Angeles,Electronics,Mobile,20,0.0
87.69172611869217,Houston,Restaurant,Mobile,14,0.0
76.07015863869518,Houston,Restaurant,Mobile,16,0.0
63.58746565913007,Los Angeles,Retail,Mobile,21,0.0
61.54727050213323,Houston,Restaurant,Mobile,15,0.0
3185.192279515523,International_A,Crypto,Unknown,0,1.0
31.95896891284979,Los Angeles,Restaurant,Tablet,8,0.0
49.55442041632573,New York,Restaurant,Tablet,13,0.0
25.80717962617589,Chicago,Grocery,Mobile,7,0.0
24.842636881822244,Phoenix,Restaurant,Tablet,10,0.0
68.8236373283994,New York,Retail,Mobile,10,0.0
82.59284262225597,Los Angeles,Retail,Mobile,12,0.0
57.91639562191846,Chicago,Restaurant,Mobile,12,0.0
35.693925814800636,Chicago,Grocery,Mobile,20,0.0
21.69465616151625,Phoenix,Retail,Mobile,16,0.0
51.184368680289765,Chicago,Restaurant,Mobile,19,0.0
36.4153869361409,Los Angeles,Restaurant,Mobile,10,0.0
58.98947825664614,New York,Retail,Mobile,17,0.0
12.336995838828322,Chicago,Online,Mobile,6,0.0
22.214025395780194,Houston,Grocery,Mobile,16,0.0
40.42502756673045,New York,Online,Mobile,15,0.0
3681.639106404474,International_B,Luxury,Desktop,4,1.0
29.70481013628296,New York,Grocery,Mobile,22,0.0
67.85194676598618,Los Angeles,Online,Mobile,16,0.0
85.30908480562194,New York,Restaurant,Desktop,21,0.0
22.8496492031613,Houston,Electronics,Tablet,8,0.0
61.71808402329298,Los Angeles,Electronics,Desktop,22,0.0
44.87438351496855,Houston,Electronics,Mobile,20,0.0
1.0,Chicago,Retail,Mobile,6,0.0
26.5553249312672,Phoenix,Grocery,Desktop,7,0.0
32.19364303960256,Houston,Retail,Mobile,17,0.0
59.75120594173437,Los Angeles,Grocery,Desktop,19,0.0
47.91314414026216,Houston,Online,Mobile,18,0.0
1.0,New York,Online,Mobile,21,0.0
61.89508683330572,Los Angeles,Online,Desktop,17,0.0
48.385668397828354,New York,Electronics,Mobile,18,0.0
57.466971194227966,Los Angeles,Online,Desktop,15,0.0
37.01444909867986,Chicago,Restaurant,Mobile,14,0.0
49.611607882245345,Phoenix,Online,Mobile,11,0.0
75.23038505071031,Houston,Online,Desktop,22,0.0
69.46203122030144,Houston,Restaurant,Mobile,12,0.0
35.06843306919522,Phoenix,Electronics,Tablet,6,0.0
54.431169472484214,Phoenix,Restaurant,Mobile,15,0.0
53.57389433620951,Chicago,Electronics,Mobile,19,0.0
73.45458038518728,Phoenix,Grocery,Mobile,13,0.0
43.518636495820594,Houston,Online,Tablet,9,0.0
47.52534639800487,Chicago,Electronics,Tablet,14,0.0
39.404795924659226,New York,Restaurant,Mobile,10,0.0
55.975058167313726,Phoenix,Restaurant,Mobile,7,0.0
54.873144474054286,Houston,Electronics,Desktop,21,0.0
53.882152619067156,Phoenix,Restaurant,Desktop,17,0.0
72.3366755105991,Phoenix,Electronics,Tablet,8,0.0
51.033219537021594,New York,Restaurant,Desktop,12,0.0
53.81833048287422,New York,Electronics,Tablet,10,0.0
59.82858905440399,New York,Online,Mobile,10,0.0
70.35322933687004,Chicago,Restaurant,Mobile,9,0.0
1.0,Houston,Online,Mobile,8,0.0
71.45014674619604,New York,Online,Mobile,11,0.0
61.04979908834295,New York,Online,Mobile,9,0.0
55.19765588496847,Chicago,Grocery,Mobile,15,0.0
17.981920430469685,Phoenix,Grocery,Tablet,15,0.0
50.420076832655184,Houston,Retail,Desktop,17,0.0
70.1258561842888,Phoenix,Online,Mobile,16,0.0
53.63732510116991,Chicago,Retail,Tablet,17,0.0
40.966810476807545,New York,Retail,Mobile,15,0.0
24.600028052122482,Phoenix,Grocery,Mobile,16,0.0
61.92882275163505,Houston,Online,Mobile,16,0.0
46.48872109001569,Los Angeles,Electronics,Mobile,14,0.0
57.20328367891534,Phoenix,Online,Desktop,6,0.0
58.4194588877878,Chicago,Retail,Desktop,21,0.0
42.72775575572288,New York,Restaurant,Tablet,10,0.0
59.375485121500475,New York,Retail,Mobile,15,0.0
65.01158335043532,Houston,Retail,Mobile,8,0.0
83.27465664286947,Chicago,Restaurant,Mobile,9,0.0
52.52759159092824,Los Angeles,Retail,Mobile,18,0.0
11.75490049160446,Chicago,Online,Mobile,6,0.0
71.5369628931536,Los Angeles,Restaurant,Mobile,22,0.0
62.66653652142477,New York,Grocery,Mobile,11,0.0
42.233061233976834,Houston,Electronics,Desktop,10,0.0
31.67616169037515,Houston,Online,Mobile,20,0.0
35.45725648350263,Houston,Restaurant,Mobile,12,0.0
42.257387004209704,Phoenix,Electronics,Desktop,14,0.0
35.43994117541731,New York,Restaurant,Mobile,10,0.0
42.252760708943775,Phoenix,Online,Mobile,19,0.0
73.25677155069971,Chicago,Restaurant,Mobile,12,0.0
43.64569806487532,Chicago,Online,Mobile,19,0.0
43.816557530627215,Houston,Online,Mobile,15,0.0
21.692585158991715,Phoenix,Grocery,Mobile,22,0.0
1963.9423581851784,International_A,Luxury,Unknown,2,1.0
48.74813744200955,New York,Retail,Desktop,7,0.0
66.96861764410569,Los Angeles,Grocery,Mobile,20,0.0
36.793577210531055,New York,Grocery,Mobile,15,0.0
34.964178998096315,Houston,Electronics,Mobile,9,0.0
95.44869440893763,Houston,Retail,Tablet,12,0.0
73.38591180891345,New York,Retail,Tablet,17,0.0
46.950603272389124,Houston,Electronics,Mobile,14,0.0
2656.0027315388998,International_A,Crypto,Desktop,0,1.0
33.35877390300287,Los Angeles,Restaurant,Mobile,17,0.0
54.8576402630055,Los Angeles,Grocery,Tablet,22,0.0
36.01009559664713,Chicago,Restaurant,Mobile,13,0.0
43.5535906157732,New York,Electronics,Mobile,15,0.0
50.54626759702877,Phoenix,Online,Mobile,21,0.0
48.511081684676654,Phoenix,Electronics,Mobile,14,0.0
31.626961070316035,New York,Electronics,Mobile,18,0.0
11.718798588250657,New York,Grocery,Mobile,14,0.0
74.95484145347467,Chicago,Online,Mobile,6,0.0
74.71623240013878,Los Angeles,Retail,Desktop,12,0.0
77.3940221530837,Los Angeles,Retail,Mobile,10,0.0
4976.2885521973,International_A,Crypto,Desktop,4,1.0
91.50130078697083,Phoenix,Electronics,Desktop,22,0.0
64.79306303449343,New York,Online,Mobile,6,0.0
45.83766285454921,Houston,Grocery,Mobile,12,0.0
32.253410822884575,Chicago,Online,Mobile,8,0.0
50.5077684108482,Houston,Retail,Desktop,13,0.0
71.22741929746267,Chicago,Electronics,Desktop,6,0.0
70.70498669447505,Los Angeles,Restaurant,Mobile,9,0.0
36.50131962418895,New York,Electronics,Mobile,7,0.0
61.162790290370125,Phoenix,Online,Mobile,19,0.0
86.62917531708707,Phoenix,Restaurant,Tablet,10,0.0
57.345746268026815,Houston,Online,Desktop,11,0.0
32.21518343543352,Los Angeles,Electronics,Desktop,8,0.0
62.77320337286205,New York,Online,Mobile,7,0.0
79.59888277780053,Houston,Retail,Mobile,19,0.0
57.87594596432503,Phoenix,Electronics,Mobile,21,0.0
53.211479620997295,Los Angeles,Online,Tablet,16,0.0
56.43186422678477,Houston,Grocery,Mobile,22,0.0
70.25274819288143,Los Angeles,Restaurant,Desktop,18,0.0
40.75449422589915,Chicago,Grocery,Mobile,19,0.0
44.302490132606586,Chicago,Online,Desktop,18,0.0
49.81422876864369,Phoenix,Electronics,Tablet,16,0.0
27.54555956875403,New York,Online,Mobile,13,0.0
64.65280154431159,Phoenix,Online,Mobile,17,0.0
59.183601584568734,New York,Restaurant,Desktop,22,0.0
34.39601741765075,New York,Grocery,Tablet,15,0.0
56.14599041753219,Houston,Retail,Mobile,19,0.0
3387.700542918617,International_A,Crypto,Desktop,3,1.0
20.97648619896882,Houston,Retail,Mobile,9,0.0
32.878323481822655,Los Angeles,Electronics,Mobile,21,0.0
51.71374322806718,Houston,Grocery,Mobile,8,0.0
34.37687243737771,Chicago,Electronics,Mobile,15,0.0
60.94194762340076,New York,Grocery,Mobile,21,0.0
35.39266736565727,Los Angeles,Online,Mobile,17,0.0
